,index,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone
335,336,0,1,male,29.0,1,0,66.6,S,First,man,True,Southampton,no,False
336,337,1,1,female,41.0,0,0,134.5,C,First,woman,False,Cherbourg,yes,True
337,338,1,3,male,45.0,0,0,8.05,S,Third,man,True,Southampton,yes,True
338,339,0,1,male,45.0,0,0,35.5,S,First,man,True,Southampton,no,True
339,340,1,2,male,2.0,1,1,26.0,S,Second,child,False,Southampton,yes,False
340,341,1,1,female,24.0,3,2,263.0,S,First,woman,False,Southampton,yes,False
341,342,0,2,male,28.0,0,0,13.0,S,Second,man,True,Southampton,no,True
342,343,0,2,male,25.0,0,0,13.0,S,Second,man,True,Southampton,no,True
343,344,0,2,male,36.0,0,0,13.0,S,Second,man,True,Southampton,no,True
344,345,1,2,female,24.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True
345,346,1,2,female,40.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True
346,347,1,3,female,32.0,1,0,16.1,S,Third,woman,False,Southampton,yes,False
347,348,1,3,male,3.0,1,1,15.9,S,Third,child,False,Southampton,yes,False
348,349,0,3,male,42.0,0,0,8.6625,S,Third,man,True,Southampton,no,True
349,350,0,3,male,23.0,0,0,9.225,S,Third,man,True,Southampton,no,True
350,351,0,1,male,33.0,0,0,35.0,S,First,man,True,Southampton,no,True
351,352,0,3,male,15.0,1,1,7.2292,C,Third,child,False,Cherbourg,no,False
352,353,0,3,male,25.0,1,0,17.8,S,Third,man,True,Southampton,no,False
353,354,0,3,male,33.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True
354,355,0,3,male,28.0,0,0,9.5,S,Third,man,True,Southampton,no,True
355,356,1,1,female,22.0,0,1,55.0,S,First,woman,False,Southampton,yes,False
356,357,0,2,female,38.0,0,0,13.0,S,Second,woman,False,Southampton,no,True
357,358,1,3,female,32.0,0,0,7.8792,Q,Third,woman,False,Queenstown,yes,True
358,359,1,3,female,32.0,0,0,7.8792,Q,Third,woman,False,Queenstown,yes,True
359,360,0,3,male,40.0,1,4,27.9,S,Third,man,True,Southampton,no,False
360,361,0,2,male,29.0,1,0,27.7208,C,Second,man,True,Cherbourg,no,False
361,362,0,3,female,45.0,0,1,14.4542,C,Third,woman,False,Cherbourg,no,False
362,363,0,3,male,35.0,0,0,7.05,S,Third,man,True,Southampton,no,True
363,364,0,3,male,33.0,1,0,15.5,Q,Third,man,True,Queenstown,no,False
364,365,0,3,male,30.0,0,0,7.25,S,Third,man,True,Southampton,no,True
365,366,1,1,female,60.0,1,0,75.25,C,First,woman,False,Cherbourg,yes,False
366,367,1,3,female,32.0,0,0,7.2292,C,Third,woman,False,Cherbourg,yes,True
367,368,1,3,female,32.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True
368,369,1,1,female,24.0,0,0,69.3,C,First,woman,False,Cherbourg,yes,True
369,370,1,1,male,25.0,1,0,55.4417,C,First,man,True,Cherbourg,yes,False
370,371,0,3,male,18.0,1,0,6.4958,S,Third,man,True,Southampton,no,False
371,372,0,3,male,19.0,0,0,8.05,S,Third,man,True,Southampton,no,True
372,373,0,1,male,22.0,0,0,135.6333,C,First,man,True,Cherbourg,no,True
373,374,0,3,female,3.0,3,1,21.075,S,Third,child,False,Southampton,no,False
374,375,1,1,female,32.0,1,0,82.1708,C,First,woman,False,Cherbourg,yes,False
375,376,1,3,female,22.0,0,0,7.25,S,Third,woman,False,Southampton,yes,True
376,377,0,1,male,27.0,0,2,211.5,C,First,man,True,Cherbourg,no,False
377,378,0,3,male,20.0,0,0,4.0125,C,Third,man,True,Cherbourg,no,True
378,379,0,3,male,19.0,0,0,7.775,S,Third,man,True,Southampton,no,True
379,380,1,1,female,42.0,0,0,227.525,C,First,woman,False,Cherbourg,yes,True
380,381,1,3,female,1.0,0,2,15.7417,C,Third,child,False,Cherbourg,yes,False
381,382,0,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,no,True
382,383,1,1,female,35.0,1,0,52.0,S,First,woman,False,Southampton,yes,False
383,384,0,3,male,33.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
384,385,0,2,male,18.0,0,0,73.5,S,Second,man,True,Southampton,no,True
385,386,0,3,male,1.0,5,2,46.9,S,Third,child,False,Southampton,no,False
386,387,1,2,female,36.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True
387,388,0,3,male,33.0,0,0,7.7292,Q,Third,man,True,Queenstown,no,True
388,389,1,2,female,17.0,0,0,12.0,C,Second,woman,False,Cherbourg,yes,True
389,390,1,1,male,36.0,1,2,120.0,S,First,man,True,Southampton,yes,False
390,391,1,3,male,21.0,0,0,7.7958,S,Third,man,True,Southampton,yes,True
391,392,0,3,male,28.0,2,0,7.925,S,Third,man,True,Southampton,no,False
392,393,1,1,female,23.0,1,0,113.275,C,First,woman,False,Cherbourg,yes,False
393,394,1,3,female,24.0,0,2,16.7,S,Third,woman,False,Southampton,yes,False
394,395,0,3,male,22.0,0,0,7.7958,S,Third,man,True,Southampton,no,True
395,396,0,3,female,31.0,0,0,7.8542,S,Third,woman,False,Southampton,no,True
396,397,0,2,male,46.0,0,0,26.0,S,Second,man,True,Southampton,no,True
397,398,0,2,male,23.0,0,0,10.5,S,Second,man,True,Southampton,no,True
398,399,1,2,female,28.0,0,0,12.65,S,Second,woman,False,Southampton,yes,True
399,400,1,3,male,39.0,0,0,7.925,S,Third,man,True,Southampton,yes,True
400,401,0,3,male,26.0,0,0,8.05,S,Third,man,True,Southampton,no,True
401,402,0,3,female,21.0,1,0,9.825,S,Third,woman,False,Southampton,no,False
402,403,0,3,male,28.0,1,0,15.85,S,Third,man,True,Southampton,no,False
403,404,0,3,female,20.0,0,0,8.6625,S,Third,woman,False,Southampton,no,True
404,405,0,2,male,34.0,1,0,21.0,S,Second,man,True,Southampton,no,False
405,406,0,3,male,51.0,0,0,7.75,S,Third,man,True,Southampton,no,True
406,407,1,2,male,3.0,1,1,18.75,S,Second,child,False,Southampton,yes,False
407,408,0,3,male,21.0,0,0,7.775,S,Third,man,True,Southampton,no,True
408,409,0,3,female,32.0,3,1,25.4667,S,Third,woman,False,Southampton,no,False
409,410,0,3,male,33.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
410,411,0,3,male,33.0,0,0,6.8583,Q,Third,man,True,Queenstown,no,True
411,412,1,1,female,33.0,1,0,90.0,Q,First,woman,False,Queenstown,yes,False
412,413,0,2,male,33.0,0,0,0.0,S,Second,man,True,Southampton,no,True
413,414,1,3,male,44.0,0,0,7.925,S,Third,man,True,Southampton,yes,True
414,415,0,3,female,32.0,0,0,8.05,S,Third,woman,False,Southampton,no,True
415,416,1,2,female,34.0,1,1,32.5,S,Second,woman,False,Southampton,yes,False
416,417,1,2,female,18.0,0,2,13.0,S,Second,woman,False,Southampton,yes,False
417,418,0,2,male,30.0,0,0,13.0,S,Second,man,True,Southampton,no,True
418,419,0,3,female,10.0,0,2,24.15,S,Third,child,False,Southampton,no,False
419,420,0,3,male,33.0,0,0,7.8958,C,Third,man,True,Cherbourg,no,True
420,421,0,3,male,21.0,0,0,7.7333,Q,Third,man,True,Queenstown,no,True
421,422,0,3,male,29.0,0,0,7.875,S,Third,man,True,Southampton,no,True
422,423,0,3,female,28.0,1,1,14.4,S,Third,woman,False,Southampton,no,False
423,424,0,3,male,18.0,1,1,20.2125,S,Third,man,True,Southampton,no,False
424,425,0,3,male,33.0,0,0,7.25,S,Third,man,True,Southampton,no,True
425,426,1,2,female,28.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False
426,427,1,2,female,19.0,0,0,26.0,S,Second,woman,False,Southampton,yes,True
427,428,0,3,male,33.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True
428,429,1,3,male,32.0,0,0,8.05,S,Third,man,True,Southampton,yes,True
429,430,1,1,male,28.0,0,0,26.55,S,First,man,True,Southampton,yes,True
430,431,1,3,female,32.0,1,0,16.1,S,Third,woman,False,Southampton,yes,False
431,432,1,2,female,42.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False
432,433,0,3,male,17.0,0,0,7.125,S,Third,man,True,Southampton,no,True
433,434,0,1,male,50.0,1,0,55.9,S,First,man,True,Southampton,no,False
434,435,1,1,female,14.0,1,2,120.0,S,First,child,False,Southampton,yes,False
435,436,0,3,female,21.0,2,2,34.375,S,Third,woman,False,Southampton,no,False
436,437,1,2,female,24.0,2,3,18.75,S,Second,woman,False,Southampton,yes,False
437,438,0,1,male,64.0,1,4,263.0,S,First,man,True,Southampton,no,False
438,439,0,2,male,31.0,0,0,10.5,S,Second,man,True,Southampton,no,True
439,440,1,2,female,45.0,1,1,26.25,S,Second,woman,False,Southampton,yes,False
440,441,0,3,male,20.0,0,0,9.5,S,Third,man,True,Southampton,no,True
441,442,0,3,male,25.0,1,0,7.775,S,Third,man,True,Southampton,no,False
442,443,1,2,female,28.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True
443,444,1,3,male,33.0,0,0,8.1125,S,Third,man,True,Southampton,yes,True
444,445,1,1,male,4.0,0,2,81.8583,S,First,child,False,Southampton,yes,False
445,446,1,2,female,13.0,0,1,19.5,S,Second,child,False,Southampton,yes,False
446,447,1,1,male,34.0,0,0,26.55,S,First,man,True,Southampton,yes,True
447,448,1,3,female,5.0,2,1,19.2583,C,Third,child,False,Cherbourg,yes,False
448,449,1,1,male,52.0,0,0,30.5,S,First,man,True,Southampton,yes,True
449,450,0,2,male,36.0,1,2,27.75,S,Second,man,True,Southampton,no,False
450,451,0,3,male,33.0,1,0,19.9667,S,Third,man,True,Southampton,no,False
451,452,0,1,male,30.0,0,0,27.75,C,First,man,True,Cherbourg,no,True
452,453,1,1,male,49.0,1,0,89.1042,C,First,man,True,Cherbourg,yes,False
453,454,0,3,male,33.0,0,0,8.05,S,Third,man,True,Southampton,no,True
454,455,1,3,male,29.0,0,0,7.8958,C,Third,man,True,Cherbourg,yes,True
455,456,0,1,male,65.0,0,0,26.55,S,First,man,True,Southampton,no,True
456,457,1,1,female,32.0,1,0,51.8625,S,First,woman,False,Southampton,yes,False
457,458,1,2,female,50.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True
458,459,0,3,male,33.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True
459,460,1,1,male,48.0,0,0,26.55,S,First,man,True,Southampton,yes,True
460,461,0,3,male,34.0,0,0,8.05,S,Third,man,True,Southampton,no,True
461,462,0,1,male,47.0,0,0,38.5,S,First,man,True,Southampton,no,True
462,463,0,2,male,48.0,0,0,13.0,S,Second,man,True,Southampton,no,True
463,464,0,3,male,33.0,0,0,8.05,S,Third,man,True,Southampton,no,True
464,465,0,3,male,38.0,0,0,7.05,S,Third,man,True,Southampton,no,True
465,466,0,2,male,33.0,0,0,0.0,S,Second,man,True,Southampton,no,True
466,467,0,1,male,56.0,0,0,26.55,S,First,man,True,Southampton,no,True
467,468,0,3,male,33.0,0,0,7.725,Q,Third,man,True,Queenstown,no,True
468,469,1,3,female,0.75,2,1,19.2583,C,Third,child,False,Cherbourg,yes,False
469,470,0,3,male,33.0,0,0,7.25,S,Third,man,True,Southampton,no,True
470,471,0,3,male,38.0,0,0,8.6625,S,Third,man,True,Southampton,no,True
471,472,1,2,female,33.0,1,2,27.75,S,Second,woman,False,Southampton,yes,False
472,473,1,2,female,23.0,0,0,13.7917,C,Second,woman,False,Cherbourg,yes,True
473,474,0,3,female,22.0,0,0,9.8375,S,Third,woman,False,Southampton,no,True
474,475,0,1,male,33.0,0,0,52.0,S,First,man,True,Southampton,no,True
475,476,0,2,male,34.0,1,0,21.0,S,Second,man,True,Southampton,no,False
476,477,0,3,male,29.0,1,0,7.0458,S,Third,man,True,Southampton,no,False
477,478,0,3,male,22.0,0,0,7.5208,S,Third,man,True,Southampton,no,True
478,479,1,3,female,2.0,0,1,12.2875,S,Third,child,False,Southampton,yes,False
479,480,0,3,male,9.0,5,2,46.9,S,Third,child,False,Southampton,no,False
480,481,0,2,male,33.0,0,0,0.0,S,Second,man,True,Southampton,no,True
481,482,0,3,male,50.0,0,0,8.05,S,Third,man,True,Southampton,no,True
482,483,1,3,female,63.0,0,0,9.5875,S,Third,woman,False,Southampton,yes,True
483,484,1,1,male,25.0,1,0,91.0792,C,First,man,True,Cherbourg,yes,False
484,485,0,3,female,32.0,3,1,25.4667,S,Third,woman,False,Southampton,no,False
485,486,1,1,female,35.0,1,0,90.0,S,First,woman,False,Southampton,yes,False
486,487,0,1,male,58.0,0,0,29.7,C,First,man,True,Cherbourg,no,True
487,488,0,3,male,30.0,0,0,8.05,S,Third,man,True,Southampton,no,True
488,489,1,3,male,9.0,1,1,15.9,S,Third,child,False,Southampton,yes,False
489,490,0,3,male,33.0,1,0,19.9667,S,Third,man,True,Southampton,no,False
490,491,0,3,male,21.0,0,0,7.25,S,Third,man,True,Southampton,no,True
491,492,0,1,male,55.0,0,0,30.5,S,First,man,True,Southampton,no,True
492,493,0,1,male,71.0,0,0,49.5042,C,First,man,True,Cherbourg,no,True
493,494,0,3,male,21.0,0,0,8.05,S,Third,man,True,Southampton,no,True
494,495,0,3,male,33.0,0,0,14.4583,C,Third,man,True,Cherbourg,no,True
495,496,1,1,female,54.0,1,0,78.2667,C,First,woman,False,Cherbourg,yes,False
496,497,0,3,male,33.0,0,0,15.1,S,Third,man,True,Southampton,no,True
497,498,0,1,female,25.0,1,2,151.55,S,First,woman,False,Southampton,no,False
498,499,0,3,male,24.0,0,0,7.7958,S,Third,man,True,Southampton,no,True
499,500,0,3,male,17.0,0,0,8.6625,S,Third,man,True,Southampton,no,True
500,501,0,3,female,21.0,0,0,7.75,Q,Third,woman,False,Queenstown,no,True
501,502,0,3,female,32.0,0,0,7.6292,Q,Third,woman,False,Queenstown,no,True
502,503,0,3,female,37.0,0,0,9.5875,S,Third,woman,False,Southampton,no,True
503,504,1,1,female,16.0,0,0,86.5,S,First,woman,False,Southampton,yes,True
504,505,0,1,male,18.0,1,0,108.9,C,First,man,True,Cherbourg,no,False
505,506,1,2,female,33.0,0,2,26.0,S,Second,woman,False,Southampton,yes,False
506,507,1,1,male,33.0,0,0,26.55,S,First,man,True,Southampton,yes,True
507,508,0,3,male,28.0,0,0,22.525,S,Third,man,True,Southampton,no,True
508,509,1,3,male,26.0,0,0,56.4958,S,Third,man,True,Southampton,yes,True
509,510,1,3,male,29.0,0,0,7.75,Q,Third,man,True,Queenstown,yes,True
510,511,0,3,male,33.0,0,0,8.05,S,Third,man,True,Southampton,no,True
511,512,1,1,male,36.0,0,0,26.2875,S,First,man,True,Southampton,yes,True
512,513,1,1,female,54.0,1,0,59.4,C,First,woman,False,Cherbourg,yes,False
513,514,0,3,male,24.0,0,0,7.4958,S,Third,man,True,Southampton,no,True
514,515,0,1,male,47.0,0,0,34.0208,S,First,man,True,Southampton,no,True
515,516,1,2,female,34.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True
516,517,0,3,male,33.0,0,0,24.15,Q,Third,man,True,Queenstown,no,True
517,518,1,2,female,36.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False
518,519,0,3,male,32.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
519,520,1,1,female,30.0,0,0,93.5,S,First,woman,False,Southampton,yes,True
520,521,0,3,male,22.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
521,522,0,3,male,33.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True
522,523,1,1,female,44.0,0,1,57.9792,C,First,woman,False,Cherbourg,yes,False
523,524,0,3,male,33.0,0,0,7.2292,C,Third,man,True,Cherbourg,no,True
524,525,0,3,male,40.5,0,0,7.75,Q,Third,man,True,Queenstown,no,True
525,526,1,2,female,50.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True
526,527,0,1,male,33.0,0,0,221.7792,S,First,man,True,Southampton,no,True
527,528,0,3,male,39.0,0,0,7.925,S,Third,man,True,Southampton,no,True
528,529,0,2,male,23.0,2,1,11.5,S,Second,man,True,Southampton,no,False
529,530,1,2,female,2.0,1,1,26.0,S,Second,child,False,Southampton,yes,False
530,531,0,3,male,33.0,0,0,7.2292,C,Third,man,True,Cherbourg,no,True
531,532,0,3,male,17.0,1,1,7.2292,C,Third,man,True,Cherbourg,no,False
532,533,1,3,female,32.0,0,2,22.3583,C,Third,woman,False,Cherbourg,yes,False
533,534,0,3,female,30.0,0,0,8.6625,S,Third,woman,False,Southampton,no,True
534,535,1,2,female,7.0,0,2,26.25,S,Second,child,False,Southampton,yes,False
535,536,0,1,male,45.0,0,0,26.55,S,First,man,True,Southampton,no,True
536,537,1,1,female,30.0,0,0,106.425,C,First,woman,False,Cherbourg,yes,True
537,538,0,3,male,33.0,0,0,14.5,S,Third,man,True,Southampton,no,True
538,539,1,1,female,22.0,0,2,49.5,C,First,woman,False,Cherbourg,yes,False
539,540,1,1,female,36.0,0,2,71.0,S,First,woman,False,Southampton,yes,False
540,541,0,3,female,9.0,4,2,31.275,S,Third,child,False,Southampton,no,False
541,542,0,3,female,11.0,4,2,31.275,S,Third,child,False,Southampton,no,False
542,543,1,2,male,32.0,1,0,26.0,S,Second,man,True,Southampton,yes,False
543,544,0,1,male,50.0,1,0,106.425,C,First,man,True,Cherbourg,no,False
544,545,0,1,male,64.0,0,0,26.0,S,First,man,True,Southampton,no,True
545,546,1,2,female,19.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False
546,547,1,2,male,33.0,0,0,13.8625,C,Second,man,True,Cherbourg,yes,True
547,548,0,3,male,33.0,1,1,20.525,S,Third,man,True,Southampton,no,False
548,549,1,2,male,8.0,1,1,36.75,S,Second,child,False,Southampton,yes,False
549,550,1,1,male,17.0,0,2,110.8833,C,First,man,True,Cherbourg,yes,False
550,551,0,2,male,27.0,0,0,26.0,S,Second,man,True,Southampton,no,True
551,552,0,3,male,33.0,0,0,7.8292,Q,Third,man,True,Queenstown,no,True
552,553,1,3,male,22.0,0,0,7.225,C,Third,man,True,Cherbourg,yes,True
553,554,1,3,female,22.0,0,0,7.775,S,Third,woman,False,Southampton,yes,True
554,555,0,1,male,62.0,0,0,26.55,S,First,man,True,Southampton,no,True
555,556,1,1,female,48.0,1,0,39.6,C,First,woman,False,Cherbourg,yes,False
556,557,0,1,male,33.0,0,0,227.525,C,First,man,True,Cherbourg,no,True
557,558,1,1,female,39.0,1,1,79.65,S,First,woman,False,Southampton,yes,False
558,559,1,3,female,36.0,1,0,17.4,S,Third,woman,False,Southampton,yes,False
559,560,0,3,male,33.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True
560,561,0,3,male,40.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
561,562,0,2,male,28.0,0,0,13.5,S,Second,man,True,Southampton,no,True
562,563,0,3,male,33.0,0,0,8.05,S,Third,man,True,Southampton,no,True
563,564,0,3,female,32.0,0,0,8.05,S,Third,woman,False,Southampton,no,True
564,565,0,3,male,24.0,2,0,24.15,S,Third,man,True,Southampton,no,False
565,566,0,3,male,19.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
566,567,0,3,female,29.0,0,4,21.075,S,Third,woman,False,Southampton,no,False
567,568,0,3,male,33.0,0,0,7.2292,C,Third,man,True,Cherbourg,no,True
568,569,1,3,male,32.0,0,0,7.8542,S,Third,man,True,Southampton,yes,True
569,570,1,2,male,62.0,0,0,10.5,S,Second,man,True,Southampton,yes,True
570,571,1,1,female,53.0,2,0,51.4792,S,First,woman,False,Southampton,yes,False
571,572,1,1,male,36.0,0,0,26.3875,S,First,man,True,Southampton,yes,True
572,573,1,3,female,32.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True
573,574,0,3,male,16.0,0,0,8.05,S,Third,man,True,Southampton,no,True
574,575,0,3,male,19.0,0,0,14.5,S,Third,man,True,Southampton,no,True
575,576,1,2,female,34.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True
576,577,1,1,female,39.0,1,0,55.9,S,First,woman,False,Southampton,yes,False
577,578,0,3,female,32.0,1,0,14.4583,C,Third,woman,False,Cherbourg,no,False
578,579,1,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,yes,True
579,580,1,2,female,25.0,1,1,30.0,S,Second,woman,False,Southampton,yes,False
580,581,1,1,female,39.0,1,1,110.8833,C,First,woman,False,Cherbourg,yes,False
581,582,0,2,male,54.0,0,0,26.0,S,Second,man,True,Southampton,no,True
582,583,0,1,male,36.0,0,0,40.125,C,First,man,True,Cherbourg,no,True
583,584,0,3,male,33.0,0,0,8.7125,C,Third,man,True,Cherbourg,no,True
584,585,1,1,female,18.0,0,2,79.65,S,First,woman,False,Southampton,yes,False
585,586,0,2,male,47.0,0,0,15.0,S,Second,man,True,Southampton,no,True
586,587,1,1,male,60.0,1,1,79.2,C,First,man,True,Cherbourg,yes,False
587,588,0,3,male,22.0,0,0,8.05,S,Third,man,True,Southampton,no,True
588,589,0,3,male,33.0,0,0,8.05,S,Third,man,True,Southampton,no,True
589,590,0,3,male,35.0,0,0,7.125,S,Third,man,True,Southampton,no,True
590,591,1,1,female,52.0,1,0,78.2667,C,First,woman,False,Cherbourg,yes,False
591,592,0,3,male,47.0,0,0,7.25,S,Third,man,True,Southampton,no,True
592,593,0,3,female,32.0,0,2,7.75,Q,Third,woman,False,Queenstown,no,False
593,594,0,2,male,37.0,1,0,26.0,S,Second,man,True,Southampton,no,False
594,595,0,3,male,36.0,1,1,24.15,S,Third,man,True,Southampton,no,False
595,596,1,2,female,32.0,0,0,33.0,S,Second,woman,False,Southampton,yes,True
596,597,0,3,male,49.0,0,0,0.0,S,Third,man,True,Southampton,no,True
597,598,0,3,male,33.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True
598,599,1,1,male,49.0,1,0,56.9292,C,First,man,True,Cherbourg,yes,False
599,600,1,2,female,24.0,2,1,27.0,S,Second,woman,False,Southampton,yes,False
600,601,0,3,male,33.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
601,602,0,1,male,33.0,0,0,42.4,S,First,man,True,Southampton,no,True
602,603,0,3,male,44.0,0,0,8.05,S,Third,man,True,Southampton,no,True
603,604,1,1,male,35.0,0,0,26.55,C,First,man,True,Cherbourg,yes,True
604,605,0,3,male,36.0,1,0,15.55,S,Third,man,True,Southampton,no,False
605,606,0,3,male,30.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
606,607,1,1,male,27.0,0,0,30.5,S,First,man,True,Southampton,yes,True
607,608,1,2,female,22.0,1,2,41.5792,C,Second,woman,False,Cherbourg,yes,False
608,609,1,1,female,40.0,0,0,153.4625,S,First,woman,False,Southampton,yes,True
609,610,0,3,female,39.0,1,5,31.275,S,Third,woman,False,Southampton,no,False
610,611,0,3,male,33.0,0,0,7.05,S,Third,man,True,Southampton,no,True
611,612,1,3,female,32.0,1,0,15.5,Q,Third,woman,False,Queenstown,yes,False
612,613,0,3,male,33.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True
613,614,0,3,male,35.0,0,0,8.05,S,Third,man,True,Southampton,no,True
614,615,1,2,female,24.0,1,2,65.0,S,Second,woman,False,Southampton,yes,False
615,616,0,3,male,34.0,1,1,14.4,S,Third,man,True,Southampton,no,False
616,617,0,3,female,26.0,1,0,16.1,S,Third,woman,False,Southampton,no,False
617,618,1,2,female,4.0,2,1,39.0,S,Second,child,False,Southampton,yes,False
618,619,0,2,male,26.0,0,0,10.5,S,Second,man,True,Southampton,no,True
619,620,0,3,male,27.0,1,0,14.4542,C,Third,man,True,Cherbourg,no,False
620,621,1,1,male,42.0,1,0,52.5542,S,First,man,True,Southampton,yes,False
621,622,1,3,male,20.0,1,1,15.7417,C,Third,man,True,Cherbourg,yes,False
622,623,0,3,male,21.0,0,0,7.8542,S,Third,man,True,Southampton,no,True
623,624,0,3,male,21.0,0,0,16.1,S,Third,man,True,Southampton,no,True
624,625,0,1,male,61.0,0,0,32.3208,S,First,man,True,Southampton,no,True
625,626,0,2,male,57.0,0,0,12.35,Q,Second,man,True,Queenstown,no,True
626,627,1,1,female,21.0,0,0,77.9583,S,First,woman,False,Southampton,yes,True
627,628,0,3,male,26.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
628,629,0,3,male,33.0,0,0,7.7333,Q,Third,man,True,Queenstown,no,True
629,630,1,1,male,80.0,0,0,30.0,S,First,man,True,Southampton,yes,True
630,631,0,3,male,51.0,0,0,7.0542,S,Third,man,True,Southampton,no,True
631,632,1,1,male,32.0,0,0,30.5,C,First,man,True,Cherbourg,yes,True
632,633,0,1,male,33.0,0,0,0.0,S,First,man,True,Southampton,no,True
633,634,0,3,female,9.0,3,2,27.9,S,Third,child,False,Southampton,no,False
634,635,1,2,female,28.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True
635,636,0,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,no,True
636,637,0,2,male,31.0,1,1,26.25,S,Second,man,True,Southampton,no,False
637,638,0,3,female,41.0,0,5,39.6875,S,Third,woman,False,Southampton,no,False
638,639,0,3,male,33.0,1,0,16.1,S,Third,man,True,Southampton,no,False
639,640,0,3,male,20.0,0,0,7.8542,S,Third,man,True,Southampton,no,True
640,641,1,1,female,24.0,0,0,69.3,C,First,woman,False,Cherbourg,yes,True
641,642,0,3,female,2.0,3,2,27.9,S,Third,child,False,Southampton,no,False
642,643,1,3,male,33.0,0,0,56.4958,S,Third,man,True,Southampton,yes,True
643,644,1,3,female,0.75,2,1,19.2583,C,Third,child,False,Cherbourg,yes,False
644,645,1,1,male,48.0,1,0,76.7292,C,First,man,True,Cherbourg,yes,False
645,646,0,3,male,19.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
646,647,1,1,male,56.0,0,0,35.5,C,First,man,True,Cherbourg,yes,True
647,648,0,3,male,33.0,0,0,7.55,S,Third,man,True,Southampton,no,True
648,649,1,3,female,23.0,0,0,7.55,S,Third,woman,False,Southampton,yes,True
649,650,0,3,male,33.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
650,651,1,2,female,18.0,0,1,23.0,S,Second,woman,False,Southampton,yes,False
651,652,0,3,male,21.0,0,0,8.4333,S,Third,man,True,Southampton,no,True
652,653,1,3,female,32.0,0,0,7.8292,Q,Third,woman,False,Queenstown,yes,True
653,654,0,3,female,18.0,0,0,6.75,Q,Third,woman,False,Queenstown,no,True
654,655,0,2,male,24.0,2,0,73.5,S,Second,man,True,Southampton,no,False
655,656,0,3,male,33.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
656,657,0,3,female,32.0,1,1,15.5,Q,Third,woman,False,Queenstown,no,False
657,658,0,2,male,23.0,0,0,13.0,S,Second,man,True,Southampton,no,True
658,659,0,1,male,58.0,0,2,113.275,C,First,man,True,Cherbourg,no,False
659,660,1,1,male,50.0,2,0,133.65,S,First,man,True,Southampton,yes,False
660,661,0,3,male,40.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True
661,662,0,1,male,47.0,0,0,25.5875,S,First,man,True,Southampton,no,True
662,663,0,3,male,36.0,0,0,7.4958,S,Third,man,True,Southampton,no,True
663,664,1,3,male,20.0,1,0,7.925,S,Third,man,True,Southampton,yes,False
664,665,0,2,male,32.0,2,0,73.5,S,Second,man,True,Southampton,no,False
665,666,0,2,male,25.0,0,0,13.0,S,Second,man,True,Southampton,no,True
666,667,0,3,male,33.0,0,0,7.775,S,Third,man,True,Southampton,no,True
667,668,0,3,male,43.0,0,0,8.05,S,Third,man,True,Southampton,no,True
668,669,1,1,female,32.0,1,0,52.0,S,First,woman,False,Southampton,yes,False
669,670,1,2,female,40.0,1,1,39.0,S,Second,woman,False,Southampton,yes,False
670,671,0,1,male,31.0,1,0,52.0,S,First,man,True,Southampton,no,False
671,672,0,2,male,70.0,0,0,10.5,S,Second,man,True,Southampton,no,True
